uri,title,isco_group,isco_code,description,essential_skills,optional_skills,essential_skill_count,optional_skill_count
http://data.europa.eu/esco/occupation/0809ea8a-4f77-4351-a7f1-b9a7b99b6c0b,weather forecaster,,,"{'literal': 'Weather forecasters gather meteorological data. They predict the weather according to these data. Weather forecasters present these forecasts to the audience via radio, television or online.', 'mimetype': 'plain/text'}","vocal techniques,breathing techniques,review meteorological forecast data,use meteorological tools to forecast meteorological conditions,use data processing techniques,pronunciation techniques,use specialised computer models for weather forecasting,read pre-drafted texts,present during live broadcasts,meteorology,memorise lines","photography,lighting techniques,carry out meteorological research,mathematics,conduct research on climate processes,develop models for weather forecast,work with a voice coach,develop instrumentation systems,adopt a relaxed posture,audiovisual equipment,physics",11,11
http://data.europa.eu/esco/occupation/2c5ae1b4-c3ca-4882-b7ce-e346ae5b5b00,botanical technician,,,"{'literal': ' Botanical technicians provide technical assistance in researching and testing different plant species to monitor their properties such as growth and structure. They collect and analyse data using laboratory equipment, compile reports and maintain laboratory stock. Botanical technicians also study plants to research their use in areas such as medicine, food and materials.', 'mimetype': 'plain/text'}","scientific research methodology,maintain laboratory equipment,perform scientific research,characteristics of plants,use laboratory equipment,write technical reports,calibrate laboratory equipment,laboratory techniques,assist in the production of laboratory documentation,laboratory equipment,botany,collect biological data,analyse experimental laboratory data,plant species,apply scientific methods,biology,manage inventory,apply safety procedures in laboratory,perform laboratory tests","prepare visual data,keep task records,ensure compliance with environmental legislation,environmental legislation,maintain database,preserve samples,create soil and plant improvement programmes,variety of botanicals,biosecurity,aquatic species,conduct ecological surveys,label samples,maintain plant health,handle chemical products for soil and plants,nurse plants,ecology,horticulture principles,analyse environmental data,analyse cell cultures,chemistry,hazardous waste storage,write research proposals,plant care products",19,23
http://data.europa.eu/esco/occupation/84cb6e91-ce11-409e-9306-23c9698631af,soil surveying technician,Chemical and physical science technicians,3111,"{'literal': 'Soil surveying technicians analyse soil by carrying out technical surveying tasks, using soil surveying techniques. They focus on the process of classifying soil types and other soil properties. Soil surveying technicians operate surveying equipment and utilise programs to retrieve and interpret relevant data, and perform computations as required.', 'mimetype': 'plain/text'}","environmental legislation,soil structure,soil science,prepare surveying report,conduct field work,apply safety procedures in laboratory,perform laboratory tests,write work-related reports,ecology,ensure compliance with safety legislation,conduct soil sample tests,geology,operate surveying instruments,collect samples for analysis,laboratory techniques,soil mechanics,adjust surveying equipment,gather experimental data","topography,surveying,cartography,engineering processes,mathematics,engineering principles,civil engineering,pollution prevention,record survey measurements,perform scientific research,biology,agronomy,conduct land surveys,surveying methods,geography,advise on nature conservation",18,16
http://data.europa.eu/esco/occupation/4a375b68-88a0-4e5f-99ce-9b01341dfb81,materials engineer,Engineering professionals not elsewhere classified,2149,"{'literal': 'Materials engineers research and design new or improved materials for a diverse number of applications. They analyse the composition of materials, conduct experiments, and develop new materials for industry-specific use that can range from rubber, to textiles, glass, metals, and chemicals. They advise companies in damage assessments, quality assurance of materials, and recycling of materials.', 'mimetype': 'plain/text'}","thermoplastic materials,analyse production processes for improvement,approve engineering design,assess environmental impact,adjust engineering designs,test materials,perform chemical experiments,work with chemicals,integrate new products in manufacturing,apply health and safety standards,material mechanics,engineering principles,engineering processes,chemistry,create solutions to problems,test chemical samples,forecast organisational risks,perform scientific research,analytical chemistry,manufacturing processes,materials science,develop material testing procedures,composite materials","electricity,perform laboratory tests,types of plastic,types of metal,assess the feasibility of implementing developments,quality standards,basic chemicals,textile materials,advise on pollution prevention,design prototypes,advise on waste management procedures,semiconductors,mechanics,pollution legislation,define quality standards,laboratory techniques,develop chemical products",23,17
http://data.europa.eu/esco/occupation/c44c078d-85e4-40a3-9598-2c333d7a24ca,paper engineer,,,"{'literal': 'Paper engineers ensure an optimal production process in the manufacture of paper and related products. They select primary and secondary raw materials and check their quality. In addition, they optimize machinery and equipment usage as well as the chemical additives for paper making.', 'mimetype': 'plain/text'}","manufacturing processes,monitor pulp quality,check paper quality,perform scientific research,optimise production,sizes of paper,paper chemistry,types of pulp,check quality of raw materials,ensure compliance with safety legislation,types of paper,paper production processes,engineering processes,plan engineering activities,test paper production samples,quality standards,monitor production developments,engineering principles","business management principles,identify hazards in the workplace,keep records of work progress,types of wood,dispose of non-hazardous waste,perform project management,ensure compliance with environmental legislation,use CAD software,plan product management,dispose of hazardous waste,prepare production reports,use a computer,communication,sales strategies",18,14
http://data.europa.eu/esco/occupation/4a5ceaae-0f05-4091-bdbf-59f250ce6374,plastic heat treatment equipment operator,Plastic products machine operators,8142,"{'literal': 'Plastic heat treatment equipment operators manipulate plastic products using machinery such as furnaces or flame-hardening machines in order to temper, anneal or heat-treat. They set up the machinery and read the production instructions to determine the furnace temperature. Plastic heat treatment equipment operators remove products from machines, let them cool down, examine and test products to see if they conform to specifications.', 'mimetype': 'plain/text'}","maintain furnace temperature,measure furnace temperature,troubleshoot,use personal protection equipment,optimise production processes parameters,record furnace operations,load materials into furnace,plastic resins,types of plastic,quality standards,operate heat treatment furnace,extract materials from furnace,tend discharge conveyor,set up the controller of a machine,monitor automated machines,prevent damage in a furnace,consult technical resources","mechanics,check quality of raw materials,mix moulding and casting material,report defective manufacturing materials,test chemical samples,types of metal,keep records of work progress,perform test run,cool materials,feed hoppers,maintain equipment,operate lifting equipment,inspect quality of products,keep stock records,types of metal manufacturing processes",17,15
http://data.europa.eu/esco/occupation/654ce97c-9ed1-4614-bc76-36f4a1f67557,synthetic materials engineer,Chemical engineers,2145,"{'literal': 'Synthetic materials engineers develop new synthetic materials processes or improve existing ones. They design and construct installations and machines for the production of synthetic materials and examine samples of raw materials in order to ensure quality.', 'mimetype': 'plain/text'}","injection moulding machine parts,handle chemicals,analyse production processes for improvement,manage processes,use hand tools,work with chemicals,design process,manufacturing processes,chemical processes,basic chemicals,check quality of raw materials,adjust engineering designs,types of plastic,design principles,design engineering components,synthetic materials,manage environmental impact of operations,work safely with chemicals,civil engineering","perform maintenance on installed equipment,communication,think analytically,quality standards,quality assurance methodologies,prepare technical reports,measure materials,examine engineering principles,anticipate installation maintenance,use CAD software,write technical reports,build machines,electrical machines,use technical drawing software,test materials,inspect quality of products,record test data,assemble machines",19,18
http://data.europa.eu/esco/occupation/949ed945-f697-415e-b4c5-51d8abf7cfdf,nanoengineer,,,"{'literal': 'Nanoengineers combine the scientific knowledge of atomic and molecular particles with engineering principles for applications in a varied array of fields. They apply findings in chemistry, biology, and materials engineering, etc. They use technological knowledge for the improvement of existing applications or the creation of micro objects.', 'mimetype': 'plain/text'}","examine engineering principles,apply health and safety standards,perform scientific research,forecast organisational risks,approve engineering design,assess environmental impact,materials science,test chemical samples,biology,adjust engineering designs,engineering principles,work with chemicals,analytical chemistry,perform chemical experiments,engineering processes,chemistry,nanotechnology","computer engineering,design pharmaceutical manufacturing systems,electrical engineering,design optical systems,pharmaceutical chemistry,optical engineering,integrate new products in manufacturing,microbiology-bacteriology,pharmaceutical technology,design principles,improve chemical processes,pharmaceutical drug development,develop pharmaceutical drugs,physics,use CAD software,draft design specifications,develop chemical products,analyse test data,mechanics,design prototypes,use chemical analysis equipment,manage chemical testing procedures,record test data",17,23
http://data.europa.eu/esco/occupation/dca305c8-d665-462c-bdc9-c3a19734ba18,surface engineer,,,"{'literal': 'Surface engineers research and develop technologies for manufacturing processes that assist in altering the properties of the surface of bulk material, such as metal, in order to reduce degradation by corrosion or wear. They explore and design how to protect surfaces of (metal) workpieces and products utilising sustainable materials and testing with a minimum of waste.', 'mimetype': 'plain/text'}","industrial engineering,execute analytical mathematical calculations,approve engineering design,corrosion types,engineering processes,engineering principles,mathematics,production processes,perform scientific research,manufacturing processes,adjust engineering designs,use technical drawing software,technical drawings,surface engineering","types of metal,physics,mechanical engineering,analyse test data,chemistry,ferrous metal processing,develop material testing procedures,record test data,non-destructive testing,use non-destructive testing equipment,analyse stress resistance of materials,semiconductors,materials science,recognise signs of corrosion,hazardous waste types,electrical engineering,welding techniques,environmental legislation,material mechanics,soldering techniques",14,20
http://data.europa.eu/esco/occupation/ec21ce88-ce14-49b6-be0a-cc53cf5a3a67,chemical engineer,Chemical engineers,2145,"{'literal': 'Chemical engineers design and develop large-scale chemical and physical production processes and are involved in the entire industrial process required for transforming raw materials into products.', 'mimetype': 'plain/text'}","chemistry,adjust engineering designs,approve engineering design,engineering processes,engineering principles,apply health and safety standards,work with chemicals,forecast organisational risks,assess environmental impact,analytical chemistry,test chemical samples,perform scientific research,perform chemical experiments","apply validation engineering,conduct public presentations,pharmacovigilance legislation,nanotechnology,electrical instrumentation engineering,assess the feasibility of implementing developments,pharmaceutical drug development,test materials,write technical reports,human physiology,drug administration regulations,supply chain management,design pharmaceutical manufacturing systems,use technical drawing software,analyse test data,laboratory techniques,quality assurance methodologies,mechanical engineering,establish collaborative relations,software architecture models,test production input materials,intellectual property law,manage pharmaceutical production facilities construction,biology,integrate new products in manufacturing,advise on pollution prevention,pharmaceutical technology,mechanics,design principles,improve chemical processes,computer engineering,use a computer,pharmacology,advise on waste management procedures,manufacturing processes,develop chemical products,record test data,use CAD software,use chemical analysis equipment,think analytically,create solutions to problems,evaluate pharmaceutical manufacturing process,semiconductors,toxicology,draft design specifications,ensure compliance with environmental legislation,textile materials,examine engineering principles,develop pharmaceutical drugs,pollution legislation,pharmaceutical industry,manage chemical testing procedures,perform laboratory tests,pharmaceutical legislation,materials science,types of plastic,design prototypes,material mechanics,industrial software,microbiology-bacteriology,thermoplastic materials,pharmaceutical chemistry,analyse production processes for improvement,design optical systems,packaging engineering,composite materials,develop material testing procedures,basic chemicals,electrical engineering,pharmaceutical manufacturing quality systems,define quality standards,contribute to registration of pharmaceutical products,biological chemistry,monitor plant production,quality standards,chemical preservation,ensure compliance with safety legislation,types of packaging materials,types of metal,good manufacturing practices,write batch record documentation,electricity,optical engineering,physics,provide technical expertise",13,85
http://data.europa.eu/esco/occupation/62d3f108-ade2-44b5-beeb-d63d0b21268f,mineral processing engineer,"Mining engineers, metallurgists and related professionals",2146,"{'literal': 'Mineral processing engineers develop and manage\xa0equipment and techniques\xa0to successfully\xa0process and refine valuable minerals\xa0from ore or raw mineral.', 'mimetype': 'plain/text'}","troubleshoot,maintain records of mining operations,manage chemical reagents,chemistry,use a computer,supervise staff,ensure compliance with safety legislation,monitor mine production,geology,address problems critically,prepare technical reports,manage mineral processing plant,manage mineral testing procedures","design plant waste procedures,mine dump design,develop new installations,bioleaching,communicate on the environmental impact of mining,impact of geological factors on mining operations,apply transportation management concepts",13,7
http://data.europa.eu/esco/occupation/9e47c727-5718-48f1-a567-6a4c09397a21,aerodynamics engineer,,,"{'literal': 'Aerodynamics engineers perform aerodynamics analysis to make sure the designs of transport equipment meet aerodynamics and performance requirements. They contribute to designing engine and engine components, and issue technical reports for the engineering staff and customers. They coordinate with other engineering departments to check that designs perform as specified. Aerodynamics engineers conduct research to assess adaptability of equipment and materials. They also analyse propos","engineering processes,mathematics,technical drawings,liaise with engineers,use technical documentation,engineering principles,evaluate engine performance,physics,approve engineering design,scientific research methodology,adjust engineering designs,aerodynamics,execute analytical mathematical calculations,mechanical engineering,mechanics,use technical drawing software,engine components,operation of different engines,read engineering drawings,examine engineering principles,use a computer,ICT software specifications,perform scientific research,multimedia systems,CAE software","mechanics of trains,aircraft mechanics,bicycle mechanics,thermodynamics,analyse stress resistance of products,material mechanics,determine production feasibility,mechanics of motor vehicles,mechanics of vessels,conduct performance tests",25,10
http://data.europa.eu/esco/occupation/03b2f112-a891-461d-a8d4-effb9dcf2df6,quarry engineer,"Mining engineers, metallurgists and related professionals",2146,"{'literal': 'Quarry engineers analyse which extraction methods such as excavating, drilling and blasting are most suited to extract raw materials from the ground. They develop plans before a new quarry is opened, assessing if the quarry is profitable. Quarry engineers manage the everyday operations in a quarry, create and maintain progress reports, oversee the staff, ensure health and safety and assess the environmental impact a quarry has on its environment.', 'mimetype': 'plain/text'}","prepare technical reports,advise on mine development,mechanics,mine safety legislation,mechanical engineering,ensure compliance with safety legislation,write technical reports,geology,carry out geological explorations,impact of geological factors on mining operations,maintain records of mining operations,procure mechanical machinery,advise on geology for mineral extraction,advise on mine production,mining engineering","electricity,manage emergency procedures,design drawings,troubleshoot,maintain mine machinery,mathematics,engineering processes,address problems critically,install mining machinery,geological mapping,assess operating cost,mechanical mine machinery manuals,present reports,monitor mine costs,monitor mine production,use a computer",15,16
http://data.europa.eu/esco/occupation/35bc3847-58ad-46f5-8921-e58acc2762a6,chemical engineering technician,Chemical engineering technicians,3116,"{'literal': 'Chemical engineering technicians transform raw materials in order to develop and test chemical products. They also work on improving chemical plant operations and processes.', 'mimetype': 'plain/text'}","chemistry,risk management,collaborate with engineers,quality assurance methodologies,determine production feasibility,translate formulae into processes,execute analytical mathematical calculations,production processes,prepare chemical samples,analyse experimental laboratory data,laboratory techniques,calibrate laboratory equipment,run laboratory simulations,work safely with chemicals,use ICT systems,perform laboratory tests,test chemical samples,apply safety procedures in laboratory,ensure compliance with environmental legislation,engineering processes,engineering principles,perform product testing","nuclear reprocessing,recommend product improvements,control production,write batch record documentation,maintain laboratory equipment,recognise signs of corrosion,maintain nuclear reactors,manage health and safety standards,schedule production,inorganic chemistry,analyse production processes for improvement,corrosion types,identify hazards in the workplace,analytical chemistry,dispose of hazardous waste,energy efficiency,supervise laboratory operations,archive scientific documentation,set production facilities standards,communicate with external laboratories,use chromatography software,hazardous waste types,radiation protection,hazardous waste storage,nuclear energy,maintain chromotography machinery,keep records of work progress",22,27
http://data.europa.eu/esco/occupation/4be368e3-badb-4b9f-9d0a-4d0f7565540a,fire prevention and protection engineer,,,"{'literal': 'Fire prevention and protection engineers study, design, and developed innovative solutions aimed to the prevention of fire and the protection of people, natural sites, and urban areas. They propose suitable materials for construction, clothing, or other applications and they design detection systems aiming to prevent fire or the propagation of it. \n', 'mimetype': 'plain/text'}","fire safety regulations,adjust engineering designs,fire protection engineering,environmental legislation,approve engineering design,engineering processes,engineering principles,safety engineering,perform scientific research,fire prevention procedures,technical drawings,fire-fighting systems,conduct fire tests","chemistry,civil engineering,design principles,materials science,thermodynamics,advise architects,act as contact person during equipment incident,test safety strategies,perform laboratory tests,draft design specifications,develop material testing procedures,record test data,advise on construction materials,textile materials,conduct fire safety inspections,advise on safety improvements,educate public on fire safety,physics,determine fire risks",13,19
http://data.europa.eu/esco/occupation/0f5cc4eb-925d-4b99-be6d-b0964a253a9a,civil engineering technician,Civil engineering technicians,3112,"{'literal': 'Civil engineering technicians help design and execute construction plans and take on organisational tasks, for example in the planning and monitoring, and in bidding and invoicing of construction work. They also calculate material requirements, and help with the purchasing and organising, and ensure the quality of the construction materials. Civil engineering technicians may perform technical tasks in civil engineering and\xa0develop and advise on policy implementing strategies for ","use safety equipment in construction,building codes,inspect construction supplies,technical drawings,keep records of work progress,follow health and safety procedures in construction,construction industry,civil engineering,perform field research,estimate duration of work,use technical drawing software,use measurement instruments,prevent damage to utility infrastructure,engineering principles,prioritise tasks,construction methods,engineering processes,ensure compliance with safety legislation","advise on building matters,manage budgets,materials science,CAD software,work ergonomically,obtain relevant licenses,manage health and safety standards,monitor parameters' compliance in construction projects,industrial design,advise on construction materials,address problems critically,use CAD software,energy performance of buildings,promote environmental awareness,assess financial viability,adjust engineering designs,ensure compliance with construction project deadline,work in a construction team,electrical engineering,mechanical engineering,traffic engineering,zoning codes,set up temporary construction site infrastructure,urban planning,conduct land surveys,manage engineering project,control of expenses,approve engineering design,energy efficiency,design scale models,create AutoCAD drawings,mathematics,project management,define technical requirements,renewable energy technologies,cost management,design principles,calculate needs for construction supplies,maintain operational standards,oversee construction project,urban planning law,design buildings",18,42
http://data.europa.eu/esco/occupation/a1273779-d2d4-4708-a406-62f7cdd26aab,health and safety engineer,Engineering professionals not elsewhere classified,2149,"{'literal': 'Health and safety engineers design objects and programs by combining engineering principles and health and safety requirements. They envision the protection and well-being of the people using designed objects or performing work under designed health and safety programs. They assess facilities and the risks that they might pose (e.g. contaminant materials, ergonomics, handling of dangerous substances, etc.) in order to design and improve health and safety measures.', 'mimetype': 'pla","advise on safety improvements,approve engineering design,engineering principles,perform scientific research,engineering processes,technical drawings,safety engineering,adjust engineering designs,health and safety regulations,assessment of risks and threats,draw up risk assessment","fire prevention procedures,perform laboratory tests,develop material testing procedures,civil engineering,design principles,adhere to standards of national and international safety programmes,undertake inspections,fire safety regulations,conduct fire safety inspections,fire-fighting systems,physics,thermodynamics,respond to nuclear emergencies,test safety strategies,radiation protection,thermohydraulics,evaluate industrial hygiene,carry out environmental audits,materials science,environmental legislation,quality assurance procedures,textile materials,advise architects,ergonomics,human factors regarding safety,chemistry,advise on construction materials,accept own accountability,design safety equipment,educate employees on occupational hazards,design strategies for nuclear emergencies,apply knowledge of human behaviour,draft design specifications,investigate occupational injuries,conduct fire tests,determine fire risks,monitor work site,instruct employees on radiation protection,follow nuclear plant safety precautions,write inspection reports,install safety devices,follow up on safety breaches,fire protection engineering,conduct workplace audits,nuclear energy",11,45
http://data.europa.eu/esco/occupation/bcf8f332-c7e1-4a08-8651-28d668290eaf,metallurgist,"Mining engineers, metallurgists and related professionals",2146,"{'literal': 'Metallurgists specialise in the extraction and processing of metals such as iron, steel, zinc, copper and aluminium. They work to mold or combine both pure and mixed metals (alloys) into new shapes and properties. Metallurgists handle the extraction of metal ores and develop their use in metal processing techniques. They may work in both manufacturing or do scientific research about the performance of metals.', 'mimetype': 'plain/text'}","assess suitability of metal types for specific application,precious metal processing,metal and metal ore products,non-ferrous metal processing,alloys of precious metals,work in metal manufacture teams,manipulate metal,types of metal manufacturing processes,prepare technical reports,precious metals,join metals,metal forming technologies,ferrous metal processing,types of metal","perform sample testing,monitor manufacturing quality standards,maintain ore processing equipment,chemical processes,extract products from moulds,develop new installations,ensure public safety and security,ensure compliance with environmental legislation,prepare extraction proposals,address problems critically,design drawings,interpret extraction data,test raw minerals,liaise with quality assurance,manufacturing of jewellery,prepare samples for testing,physics,chemical technologies in metal manufacture,design metal components,troubleshoot,monitor extraction logging operations,ensure health and safety in manufacturing,process incident reports for prevention,separate metals from ores,conduct metallurgical structural analysis,install monitors for process control,make time-critical decisions,extract materials from furnace,innovation processes,provide manufacturing documentation,apply health and safety standards",14,31
http://data.europa.eu/esco/occupation/06351e17-67c4-44bc-adf7-64b73f92c3b5,metallurgical technician,Mining and metallurgical technicians,3117,"{'literal': 'Metallurgical technicians provide technical support in researching and performing experiments on minerals, metals, alloys, oil and gas. They also assist in improving the methods of extraction.', 'mimetype': 'plain/text'}","ferrous metal processing,perform sample testing,analyse experimental laboratory data,interpret extraction data,metal drawing processes,conduct field work,alloys of precious metals,precious metal processing,corrosion types,maintain laboratory equipment,test raw minerals,analyse test data,record test data,non-ferrous metal processing,apply safety procedures in laboratory,types of metal,precious metals","mine safety legislation,materials science,advise on construction materials,ensure compliance with environmental legislation,chemical technologies in metal manufacture,chemical processes,metal and metal ore products,determine characteristics of mineral deposits,innovation processes,report analysis results,test construction material samples,conduct metallurgical structural analysis,manipulate metal,develop alternative mining methods,excavation techniques,separate metals from ores",17,16
http://data.europa.eu/esco/occupation/45517bc3-0887-416d-95fe-6ace1b90bddd,metallurgical manager,,,"{'literal': 'Metallurgical managers coordinate and implement short and medium term metallurgical or steel-making production schedules, and coordinate the development, support and improvement of steel-making processes, and the reliability efforts of the maintenance and engineering departments. They also partner with ongoing remediation initiatives.', 'mimetype': 'plain/text'}","ensure compliance with environmental legislation,forecast organisational risks,follow company standards,deal with pressure from unexpected circumstances,types of metal manufacturing processes,legal requirements of ICT products,manage commercial risks,optimise financial performance,identify market niches,improve business processes,conduct metallurgical structural analysis,engineering processes,cost management","innovation processes,follow manufacturing work schedule,physics,chemistry,perform market research,quality standards,measure customer feedback,recruit employees,manage staff,design metal components,design drawings,maintain relationship with customers",13,12
http://data.europa.eu/esco/occupation/27eb624c-6171-4c71-aa71-bb21e83381d4,chemical metallurgist,,,"{'literal': 'Chemical metallurgists are involved in the extraction of useable metals from ores and recycleable material. They study the properties of metal, such as corrosion and fatigue.', 'mimetype': 'plain/text'}","non-ferrous metal processing,types of metal,apply health and safety standards,work in metal manufacture teams,chemical processes,metal forming technologies,metal and metal ore products,conduct metallurgical structural analysis,ferrous metal processing,ensure compliance with environmental legislation,perform sample testing,chemical technologies in metal manufacture,alloys of precious metals,precious metal processing,develop new installations,prepare technical reports,assess suitability of metal types for specific application,precious metals,prepare samples for testing,manipulate metal,join metals,monitor manufacturing quality standards","test raw minerals,physics,extract materials from furnace,liaise with quality assurance,monitor extraction logging operations,interpret extraction data,innovation processes,prepare extraction proposals,extract products from moulds,types of metal manufacturing processes,install monitors for process control,ensure public safety and security,process incident reports for prevention,separate metals from ores,maintain ore processing equipment",22,15
http://data.europa.eu/esco/occupation/4efee3ed-de09-44c6-bd4a-d9eaafd04683,process metallurgist,,,"{'literal': 'Process metallurgists study the characteristics of ores including copper, nickel and iron ores and the performance of various metals and alloys.\xa0', 'mimetype': 'plain/text'}","manipulate metal,metal forming technologies,types of metal,types of metal manufacturing processes,ensure compliance with environmental legislation,non-ferrous metal processing,monitor manufacturing quality standards,ensure public safety and security,ferrous metal processing,join metals,make time-critical decisions,prepare technical reports,precious metal processing,address problems critically,ensure health and safety in manufacturing,metal and metal ore products,troubleshoot,work in metal manufacture teams,alloys of precious metals,assess suitability of metal types for specific application","innovation processes,design metal components,chemical technologies in metal manufacture,manufacturing of jewellery,process incident reports for prevention,maintain ore processing equipment,conduct metallurgical structural analysis,physics,precious metals,install monitors for process control,extract products from moulds,chemical processes,separate metals from ores,liaise with quality assurance,design drawings,provide manufacturing documentation,develop new installations",20,17
http://data.europa.eu/esco/occupation/107d21c6-973b-411c-89fd-69da48d29ada,mine manager,Mining managers,1322,"{'literal': ""Mine managers control, direct, plan and coordinate mining production activities. They have statutory responsibility for safety and are also responsible for environmental impact. They oversee the acquisition, installation, maintenance and storage\xa0of mining plant and equipment. They lead and manage according to the organisation's code of conduct."", 'mimetype': 'plain/text'}","optimise financial performance,manage staff,address problems critically,develop health and safety strategies in mining,think proactively,identify process improvements,show social competences,oversee mine planning activities,ensure mining records are maintained,present reports,manage mining plant equipment,use a computer,forecast organisational risks,manage emergency procedures,communicate on minerals issues,impact of geological factors on mining operations,communicate on the environmental impact of mining,interface with anti-mining lobbyists,manage commercial risks,evaluate mine development projects,mining engineering,monitor mine production,assess operating cost,supervise staff,mine safety legislation,electricity,deal with pressure from unexpected circumstances,ensure compliance with safety legislation","electrical engineering,apply transportation management concepts,prepare technical reports,maintain relationships with stakeholders,troubleshoot,train mine engineers,economics,mechanical engineering,chemistry,geology,investigate mine accidents,health and safety hazards underground",28,12
http://data.europa.eu/esco/occupation/df66a6e6-2130-4932-8aaf-263dafa569fa,mine production manager,,,"{'literal': 'Mine production managers coordinate and implement short and medium term mine production schedules and plans,\xa0such as\xa0drilling, blasting, ore and mineral extraction, and waste management.', 'mimetype': 'plain/text'}","ensure compliance with safety legislation,electricity,identify process improvements,report on production results,use a computer,manage medium term objectives,manage emergency procedures,advise on mine equipment,deal with pressure from unexpected circumstances,use mine planning software,mine safety legislation,manage heavy equipment,impact of geological factors on mining operations,think proactively,monitor mine costs,deputise for the mine manager,address problems critically,supervise staff,mining engineering,present reports,monitor mine production,manage staff,plan medium to long term objectives","geology,design plant waste procedures,prepare technical reports,investigate mine accidents,train mine engineers,electrical engineering,mechanical engineering,communicate on minerals issues,health and safety hazards underground",23,9
http://data.europa.eu/esco/occupation/32548f7e-8c25-4c49-9f22-78dee3543704,environmental mining engineer,,,"{'literal': 'Environmental mining engineers oversee the environmental performance of mining operations. They develop and implement environmental systems and strategies to minimise environmental impacts.', 'mimetype': 'plain/text'}","manage environmental impact,supervise staff,ensure compliance with safety legislation,approve engineering design,civil engineering,engineering principles,use technical drawing software,communicate on minerals issues,ensure compliance with environmental legislation,maintain records of mining operations,chemistry,technical drawings,prepare technical reports,address problems critically,perform scientific research,assess environmental impact,engineering processes,mining, construction and civil engineering machinery products,use a computer,troubleshoot,adjust engineering designs,develop environmental policy,communicate on the environmental impact of mining","negotiate with stakeholders,develop mine rehabilitation plan,present reports,impact of meteorological phenomena on mining operations,biology",23,5
http://data.europa.eu/esco/occupation/ad404c6b-291f-439e-9ad4-c93ddabd3c13,"mining, construction and civil engineering machinery distribution manager",,,"{'literal': 'Mining, construction and civil engineering machinery distribution managers plan the distribution of mining, construction and civil engineering machinery to various points of sales.', 'mimetype': 'plain/text'}","hazardous freight regulations,have computer literacy,track shipping sites,handle carriers,perform multiple tasks at the same time,forecast distribution activities,minimise shipping cost,freight transport methods,manage financial risk,supply chain management,implement strategic planning,adhere to organisational guidelines,ensure customs compliance,manage staff,carry out statistical forecasts,plan transport operations,ensure regulatory compliance concerning distribution activities,mining, construction and civil engineering machinery products,manage freight payment methods,develop financial statistics reports,perform financial risk management in international trade,carry out inventory control accuracy,track shipments,perform risk analysis,create solutions to problems,communicate with shipment forwarders",,26,0
http://data.europa.eu/esco/occupation/aaeb2402-2ab3-411f-9a44-8ff4dd092de6,"wholesale merchant in mining, construction and civil engineering machinery",,,"{'literal': 'Wholesale merchants in mining, construction and civil engineering machinery investigate potential wholesale buyers and suppliers and match their needs. They conclude trades involving large quantities of goods.', 'mimetype': 'plain/text'}","sales strategies,negotiate sale of commodities,build business relationships,maintain financial records,have computer literacy,negotiate sales contracts,initiate contact with buyers,initiate contact with sellers,monitor international market performance,comprehend financial business terminology,identify new business opportunities,identify suppliers,assess supplier risks,identify customer's needs,mining, construction and civil engineering machinery products,negotiate buying conditions,show entrepreneurial spirit,perform market research,plan transport operations,product comprehension",,20,0
http://data.europa.eu/esco/occupation/84e4c780-ee17-44dd-af6f-d1c06a3e353d,"import export manager in mining, construction and civil engineering machinery",,,"{'literal': 'Import export managers in mining, construction and civil engineering machinery install and maintain procedures for cross-border business, coordinating internal and external parties.', 'mimetype': 'plain/text'}","produce sales reports,build rapport with people from different cultural backgrounds,meet deadlines,speak different languages,conduct performance measurement,direct distribution operations,monitor international market performance,abide by business ethical code of conducts,control trade commercial documentation,maintain financial records,manage processes,ensure customs compliance,embargo regulations,set import export strategies,managing a business with great care,export control principles,export regulations of dual-use goods,have computer literacy,perform financial risk management in international trade,mining, construction and civil engineering machinery products,international import export regulations,apply conflict management,create solutions to problems,comprehend financial business terminology,international commercial transactions rules",,25,0
http://data.europa.eu/esco/occupation/e69697d0-2639-4aad-b73a-05e0b98357b1,mine electrical engineer,,,"{'literal': 'Mine electrical engineers supervise the procurement, installation and maintenance of mining\xa0electrical equipment, using their knowledge of electrical and electronic principles. They\xa0organise the replacement and repair of electrical equipment and\xa0components.', 'mimetype': 'plain/text'}","geology,mine safety legislation,manage emergency procedures,maintain records of mining operations,maintain electrical mine machinery,ensure compliance with safety legislation,prepare technical reports,procure electrical machinery,design circuits using CAD,electronics,install electrical mining machinery,electrical mine machinery manuals,troubleshoot,advise on mine equipment,supervise staff,develop improvements to the electrical systems,electricity,design drawings,use a computer,electrical engineering","present reports,assess operating cost,monitor mine production,mathematics,use technical drawing software,mining engineering,monitor mine costs,address problems critically",20,8
http://data.europa.eu/esco/occupation/ba1e5427-46e0-4b6c-b196-5312d136dd3b,"import export specialist in mining, construction, civil engineering machinery",,,"{'literal': 'Import export specialists in mining, construction, civil engineering machinery have and apply deep knowledge of import and export goods including customs clearance and documentation.', 'mimetype': 'plain/text'}","file claims with insurance companies,mining, construction and civil engineering machinery products,meet deadlines,international commercial transactions rules,handle quotes from prospective shippers,apply import strategies,handle carriers,build rapport with people from different cultural backgrounds,have computer literacy,ensure customs compliance,monitor merchandise delivery,administer multi-modal logistics,communicate with shipment forwarders,international import export regulations,apply conflict management,create import-export commercial documentation,embargo regulations,create solutions to problems,export regulations of dual-use goods,plan transport operations,apply export strategies,speak different languages",,22,0
